Rating,Comments,Product Name,scores,type,compound,pos,neg
5,Good one and best results simple to use......,omran 7120,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.7964}",POS,0.7964,0.542,0.0
4,It's a good stuff and tells almost appropriate readings.,omran 7120,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",POS,0.4404,0.293,0.0
5,good1,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Best product everyone should buy & keep it at home,omran 7120,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",POS,0.6369,0.344,0.0
4,Good,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",POS,0.4404,1.0,0.0
5,"Very good product,works as said.",omran 7120,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",POS,0.4927,0.444,0.0
5,wonderful performance,omran 7120,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",POS,0.5719,0.787,0.0
4,Easy to operate,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,Still some repeating error exist.,omran 7120,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",NEG,-0.4019,0.0,0.403
4,"all items that i bought from snap deal are good and value for the money,this item also good,reliable and accurate",omran 7120,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6486}",POS,0.6486,0.238,0.0
5,Perfect for routine home practice,omran 7120,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",POS,0.5719,0.481,0.0
5,nice product,omran 7120,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",POS,0.4215,0.737,0.0
5,Excellent device for accurate measurement. Everyone should buy.,omran 7120,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",POS,0.5719,0.346,0.0
4,Does its job decently although readings are having  levels of +/-5% accuracy.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Awesome. ......perfect,omran 7120,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",POS,0.6249,0.804,0.0
4,Easy to use,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
4,Shows BP with very light fluctuation,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Great product newer model easy to use doesn't come with a adapter u have to purchase it  great shipping love it,omran 7120,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.946}",POS,0.946,0.505,0.0
5,The device is bit bulky but does well what it is designed for. There are some instructions that we need to follow to get accurate results. People who are getting unreliable results might not be following it properly. I took multiple readings in 3 min gaps and found correct results.,omran 7120,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.3919}",POS,0.3919,0.053,0.0
4,"best brand ,best equipment ,",omran 7120,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.8555}",POS,0.8555,0.808,0.0
4,Good product.. Can't say 100% reliable but satisfactory results..,omran 7120,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.6369}",POS,0.6369,0.426,0.0
5,Highly useful. Recommended for home use since regular checking of bp is a mandatory requirement for all members of a family. The readings have so far been close in successive measurements and appears to be accurate enough for daily routine checking.,omran 7120,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.7698}",POS,0.7698,0.199,0.0
4,good,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",POS,0.4404,1.0,0.0
4,I purchase it as my mother had high bp problem. It is worth of prise. Very easy to use and almost accurate reading every time. You can trust on it. Overall a good product from Omron.,omran 7120,"{'neg': 0.063, 'neu': 0.675, 'pos': 0.263, 'compound': 0.8221}",POS,0.8221,0.263,0.063
5,I am using this machine for the past many years and it gives pretty near to accurate readings. It is light weight and is very easy to use. No need to manually inflate with this model. A nice product from Omron!!,omran 7120,"{'neg': 0.047, 'neu': 0.745, 'pos': 0.208, 'compound': 0.8214}",POS,0.8214,0.208,0.047
5,ACCURATE AND EASY TO MEASURE.,omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",POS,0.4404,0.42,0.0
5,"Works fine and excellent !!!! Moreover to take repeated readings, we have to switch it off, and unstrap. Then again strapping and switching it ON. Though there is a difference of 2-3 units, the instrument works fine. Plus easy to use interface for OLD people to use it. I would say great product. Plus delivery was done in 3 days. That was very fast.",omran 7120,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.9379}",POS,0.9379,0.216,0.0
5,works good,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,Perfect,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",POS,0.5719,1.0,0.0
5,Good and Accurate,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,"very useful, instantly check your BP...",omran 7120,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",POS,0.4927,0.39,0.0
4,"Output is not very accurate. But considering the price of the instrument, the approximation provided by this product is useful",omran 7120,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.5927}",POS,0.5927,0.168,0.0
5,Eassy to use..,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
3,average reading ok for daily use however you can only judge higher variation and have to visit doctor to know accurate reading if variation or more than daily reading. Not accurate.,omran 7120,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.296}",POS,0.296,0.068,0.0
4,Good Product..Easy to use.... delay in delivery than expected time,omran 7120,"{'neg': 0.174, 'neu': 0.606, 'pos': 0.22, 'compound': 0.1531}",POS,0.1531,0.22,0.174
5,Working well.. good result.. paisa wasool,omran 7120,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",POS,0.4404,0.367,0.0
5,ok good,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",POS,0.6249,1.0,0.0
5,It's  a coolest bp machine I have seen and it works as given in the pros. This is very easy to use and durable very long.,omran 7120,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4927}",POS,0.4927,0.122,0.0
3,Works well and easy to use for any age group.,omran 7120,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.6124}",POS,0.6124,0.385,0.0
4,Good Product. Yet to use it much. The Packing and delivery from Snapdeal was good and the product was as described.,omran 7120,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7003}",POS,0.7003,0.234,0.0
4,Good product...,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
4,can buy this product if  dont require previous history,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Amazing product in amazing price.,omran 7120,"{'neg': 0.0, 'neu': 0.283, 'pos': 0.717, 'compound': 0.8225}",POS,0.8225,0.717,0.0
2,Its not at all good.we cant rely on this bp machine,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Easy to use and one should go for this if you have elderly members in the family.,omran 7120,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",POS,0.4404,0.153,0.0
5,Awesome,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",POS,0.6249,1.0,0.0
4,Accuracy can be say + or - 5 . Suitable for use at home.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Good Product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
4,awesome product. on time delivery too. Thanks to snapdeal.,omran 7120,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7906}",POS,0.7906,0.5,0.0
4,useful product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,Very NYC product on this price m fully satisfied wid this thanks snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7178}",POS,0.7178,0.375,0.0
5,what a monitor ...... just quick and easy,omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",POS,0.4404,0.326,0.0
5,NEW SERIES IS VERY EASY TO OPERATE. IMMEDIATELY YOU CAN JUSIFY YOUR PRESSURE AND TAKE REMEDY IN HOME ITSELF.,omran 7120,"{'neg': 0.098, 'neu': 0.759, 'pos': 0.143, 'compound': 0.2484}",POS,0.2484,0.143,0.098
4,"Good product, but like most of the electronic BP monitors, provides inconsistent results. So, I get the reading twice if they vary too much, go for a 3rd reading. Then average the two nearest agreeing readings.",omran 7120,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.8074}",POS,0.8074,0.211,0.0
4,"The material are durable, ease of use....would definitely recommend the product",omran 7120,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.7717}",POS,0.7717,0.49,0.0
5,Very useful.,omran 7120,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",POS,0.4927,0.762,0.0
3,Product is easy to use and price is also competitive. Adaptor should also be supplied with it,omran 7120,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5574}",POS,0.5574,0.235,0.0
5,very useful for home use,omran 7120,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",POS,0.4927,0.444,0.0
5,BP monitor so simple and easy to use. Its simply superb.,omran 7120,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8055}",POS,0.8055,0.447,0.0
5,I like this monitor very much. I think this is the best budget BP monitor. This instrument can be operated both by battery and through an adapter.,omran 7120,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7717}",POS,0.7717,0.226,0.0
3,"Reading were somewhere near to accurate value. But as it is a digital meter, reading value depends on how you hold your hand, armband, etc. ",omran 7120,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8442}",POS,0.8442,0.302,0.0
5,It works fine and quality also good.,omran 7120,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.5719}",POS,0.5719,0.485,0.0
2,Had bought it for tabulating BP of dad by himself or mom.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,its worthy than its price and good quality,omran 7120,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",POS,0.7003,0.492,0.0
5,Nice Product to use,omran 7120,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",POS,0.4215,0.483,0.0
5,Accurate readings given by product as confirmed by testing on various subjects,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Nice working fine,omran 7120,"{'neg': 0.0, 'neu': 0.179, 'pos': 0.821, 'compound': 0.5574}",POS,0.5574,0.821,0.0
5,ordering through delivery and product testing all n all went so smooth. no tension. Product is also good and cheap. I recommend this product through snapdeal.com,omran 7120,"{'neg': 0.166, 'neu': 0.657, 'pos': 0.177, 'compound': 0.092}",POS,0.092,0.177,0.166
5,"Genuine product, easy to use and accurate.",omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",POS,0.4404,0.326,0.0
5,Working well and it is really easy to use!,omran 7120,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6793}",POS,0.6793,0.444,0.0
5,"overall good quality, easy to use machine & quick delivery by Snapdeal. highly recommended.",omran 7120,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7841}",POS,0.7841,0.441,0.0
5,A+++ ..Fast shipping... smooth transaction..,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,The product was received in good condition and is a boon to people who have fluctuating blood pressure.,omran 7120,"{'neg': 0.109, 'neu': 0.746, 'pos': 0.144, 'compound': 0.1779}",POS,0.1779,0.144,0.109
4,Good one and accurate indicators be good by heart.,omran 7120,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",POS,0.7003,0.453,0.0
4,Very handy and easy but not sure how accurate.,omran 7120,"{'neg': 0.212, 'neu': 0.607, 'pos': 0.181, 'compound': -0.0928}",NEG,-0.0928,0.181,0.212
5,I'm very happy with this. it out BP result just one button press include Risk indicator. Good product with best price also good looking.,omran 7120,"{'neg': 0.06, 'neu': 0.541, 'pos': 0.399, 'compound': 0.9168}",POS,0.9168,0.399,0.06
4,i purchased this product for my papa. i advised them to try 2 times each time and cross check with my murcury instrument whenever i visit to him. it is working well. best useful with adapter. always use new batteries. now my father examine his friends...he is hero there,omran 7120,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9153}",POS,0.9153,0.238,0.0
5,Best product in this range beating citizen monitor,omran 7120,"{'neg': 0.227, 'neu': 0.455, 'pos': 0.318, 'compound': 0.296}",POS,0.296,0.318,0.227
5,Good Produt and easy to use.,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",POS,0.7003,0.592,0.0
5,very easy to use and results are accurate. very useful for use at home.,omran 7120,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.7496}",POS,0.7496,0.347,0.0
3,results are fluctuating ... even not accurate as desired,omran 7120,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.2057}",NEG,-0.2057,0.0,0.185
5,"Belive me, Omron Hem-7120 Blood Presure Monitor is a great product.Its very useful in daily BP checkup and you can do it yourself without taking help of others. My parents have High BP problem. Its no possible to go Clinic to check pressure every time. So I bought this at very cheap price at Snapdeal and they delivered in just 2 days.  ",omran 7120,"{'neg': 0.134, 'neu': 0.761, 'pos': 0.105, 'compound': -0.0168}",NEG,-0.0168,0.105,0.134
5,This is an excellent product.. I've already been using it for 2 years and I'm thoroughly satisfied.. what's more? You get the best deal on Snapdeal.. Check all the shopping sites.. You won't find a better deal anywhere.. Thanks Snap deal,omran 7120,"{'neg': 0.05, 'neu': 0.726, 'pos': 0.224, 'compound': 0.8553}",POS,0.8553,0.224,0.05
4,"The B/P was accurate and it was done quickly, this is a nice home blood pressure machine.",omran 7120,"{'neg': 0.116, 'neu': 0.737, 'pos': 0.147, 'compound': 0.1531}",POS,0.1531,0.147,0.116
5,accurate and easy to operate.,omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",POS,0.4404,0.42,0.0
1,Poor bulky build. Not at all accurate. Unsatisfied.,omran 7120,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.7003}",NEG,-0.7003,0.0,0.492
4,Purchased from snapdeal which got delivered in reasonable time with good packing done.,omran 7120,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",POS,0.4404,0.195,0.0
5,its  good and useful to everyone,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",POS,0.7003,0.592,0.0
5,I am using this Omron Hem-7120 BP Monitor. The quality and test result is very good and it is very easy to operate. I like this Blood Pressure Monitoring device.,omran 7120,"{'neg': 0.063, 'neu': 0.684, 'pos': 0.253, 'compound': 0.7708}",POS,0.7708,0.253,0.063
4,THIS MACHINE SHOWS ALMOST ACCURATE RESULTS ALTHOUGH YOU MAY HAVE TO REPEAT IT AT TIMES TO TO BE SURE. THE CUFF SIZE IS ALSO GOOD.,omran 7120,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.6369}",POS,0.6369,0.184,0.0
5,Nice .getting exact results.nice for that price.....,omran 7120,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",POS,0.4215,0.318,0.0
5,"I went for this product, particularly impressed with its price. The build quality is good and it performs very well - with an omron you can be sure of quality. However one major disappointment, which if mentioned or known earlier, would have altered my decision:",omran 7120,"{'neg': 0.063, 'neu': 0.727, 'pos': 0.21, 'compound': 0.7708}",POS,0.7708,0.21,0.063
5,Good product in low price. I have recommended others. Thanks snapdeal....,omran 7120,"{'neg': 0.134, 'neu': 0.382, 'pos': 0.484, 'compound': 0.6705}",POS,0.6705,0.484,0.134
4,"Its very good device, readings are almost accurate(Compared with clinic readings after coming from hospital). You may have to check 2-3 times, to make sure readings are correct. easy to use.",omran 7120,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.8122}",POS,0.8122,0.231,0.0
3,smaller cuff. it is not useful for average fat peoples. for them we need bigger cuff,omran 7120,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.3412}",NEG,-0.3412,0.0,0.138
5,"In using the instrument, it may be said that it's very easy to use and to read. More or less you can say without doing anything within a minute you will be able to know your systolic and diastolic pressures. I can give it 5 stars out of 5.",omran 7120,"{'neg': 0.046, 'neu': 0.889, 'pos': 0.065, 'compound': 0.2247}",POS,0.2247,0.065,0.046
4,Really Good product,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
4,"Good product. I was amazed to use it. Specially when we need to check the BP at regular intervals, it is a good product for every household. ",omran 7120,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.8402}",POS,0.8402,0.29,0.0
4,I have brought this product and it work really good.,omran 7120,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",POS,0.4927,0.285,0.0
5,Worth the amount paid...,omran 7120,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",POS,0.2263,0.388,0.0
4,"The instrument is accurate, i have taken so many reading in different times and also same time but the variation  as compared to mercury BP instrument is very less.",omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Honestly there are only 3 things that matter here ,omran 7120,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.4767}",POS,0.4767,0.406,0.0
5,"This is First purchase regarding medical and the product is awesome, packing is very good and shipping is as described and reached by delivery date and the product is as described and i love to give five stars to the seller and snapdeal",omran 7120,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.9168}",POS,0.9168,0.253,0.0
5,good quality product...... I would suggest other buy this product again and again......,omran 7120,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",POS,0.4404,0.209,0.0
4,its good for bp patient and this product is so helpfull those person who already suffer for blood presure. we all r knowing in advance our bp in home. i think omron monitor is the best than other companies bp monitor. its popular brand in medicated line. thank u,omran 7120,"{'neg': 0.062, 'neu': 0.721, 'pos': 0.218, 'compound': 0.836}",POS,0.836,0.218,0.062
5,List price is very low compared to other  retalers and online merchants.,omran 7120,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.3384}",NEG,-0.3384,0.0,0.179
4,EASY AND NICE TO USE BUT NO STRIPS HAVE TO PURCHASE OUTSIDE,omran 7120,"{'neg': 0.179, 'neu': 0.575, 'pos': 0.246, 'compound': 0.0129}",POS,0.0129,0.246,0.179
5,useful for personal use and hospital or clinic.,omran 7120,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",POS,0.4404,0.293,0.0
4,Easy to use and reading is accurate.,omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",POS,0.4404,0.326,0.0
4,very good prodect for every home,omran 7120,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",POS,0.4927,0.39,0.0
5,"affordable price, accurate readings, compatible size and easy to use",omran 7120,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",POS,0.4404,0.244,0.0
4,One of my colleague recommended this  Omron BP monitor and it seems like a great unit. The only problem was I have large arms so he recommended the large cuff. For some reason the large cuff is more difficult to use and position on my arm. The velcro seems extra sticky. I get the same reading on both cuffs.,omran 7120,"{'neg': 0.084, 'neu': 0.761, 'pos': 0.155, 'compound': 0.5729}",POS,0.5729,0.155,0.084
4,Its  a highly useful product and works excellently well.,omran 7120,"{'neg': 0.0, 'neu': 0.347, 'pos': 0.653, 'compound': 0.8553}",POS,0.8553,0.653,0.0
5,Product is good and accurate.And the snapdeal price also is highly competetive.,omran 7120,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",POS,0.4404,0.209,0.0
5,Very fast dispatch. Excellent product at a competitive price.,omran 7120,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.6872}",POS,0.6872,0.486,0.0
4,Good product to be a part of home..........,omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",POS,0.4404,0.326,0.0
5,Perfect,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",POS,0.5719,1.0,0.0
4,"Ease of use , Accurate",omran 7120,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",POS,0.3612,0.455,0.0
4,i had purchase 6th january it is working good condition. snapdeal was very fast delivery to my location.,omran 7120,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",POS,0.4404,0.153,0.0
5,"purchased this product twice and gifted one to my parents after finding it useful and looking at its ease of use. Verified the reading and seems accurancy of +_5 which is fantastic. Cheapest in its segment. No memory for storage of readings,however who needs it.",omran 7120,"{'neg': 0.042, 'neu': 0.785, 'pos': 0.172, 'compound': 0.7783}",POS,0.7783,0.172,0.042
3,Product is good. but delivered very late,omran 7120,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.2382}",POS,0.2382,0.245,0.0
5,I have used previously or gifted Omron BP Monitors and this one also works superb.,omran 7120,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}",POS,0.6249,0.24,0.0
4,I personally using this product and every time found the result satisfactory. A must have product for BP patient.,omran 7120,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",POS,0.3612,0.135,0.0
5,"Mostly Accurate Blood Pressure Monitor, easy to use, Awesome Product...!!! Thanks Snapdeal..!!!",omran 7120,"{'neg': 0.103, 'neu': 0.376, 'pos': 0.52, 'compound': 0.871}",POS,0.871,0.52,0.103
5,This set of Omron Hem-7120 Blood Pressure Monitor is a user friendly product.  ,omran 7120,"{'neg': 0.143, 'neu': 0.649, 'pos': 0.208, 'compound': 0.25}",POS,0.25,0.208,0.143
5,good,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",POS,0.4404,1.0,0.0
2,"The product is handy and very easy to use. The reading sometime appears to be incorrect as it shows significant variance on multiple use keeping other factors unchanged within a short time period. The biggest drawback however is the size of the arm-cuff, which restricts its use to very limited/specific size. I think the range of the arm-cuff should be more. And I am unable to get additional arm-cuff (bigger size) in the open market, so its not much of use to me.",omran 7120,"{'neg': 0.027, 'neu': 0.913, 'pos': 0.059, 'compound': 0.4005}",POS,0.4005,0.059,0.027
5,"Its really nice product from Omron, it shows exact reading.so, I booked another one for my friend. Thanks once again for snapdeal for giving nice deal.",omran 7120,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9285}",POS,0.9285,0.423,0.0
3,not bad,omran 7120,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.431}",POS,0.431,0.74,0.0
4,This is really a good stuff value for money paid,omran 7120,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.7056}",POS,0.7056,0.456,0.0
5,Always reliable and trustworthy....,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Can be used easily with minimal instructions and are reading are quite accurate... recommend this for every person above 35 now a days,omran 7120,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6344}",POS,0.6344,0.206,0.0
5,Surely there will be difference between manual sphygnomanometer and digital one (around 5 mm Hg).But one who requires regular bp monitoring should get this and should also get it checked it by a physician so that you can know its error range.You should also be careful to keep your arm at heart level and be relaxed for few minutes before checking.It can also vary with different arms.If difference is more then check it with your physician.The cuff caters to arms of MUAC upto 32 cm.So obese people shouldn't buy this...that's it. Thanks,omran 7120,"{'neg': 0.027, 'neu': 0.865, 'pos': 0.108, 'compound': 0.7845}",POS,0.7845,0.108,0.027
1,I bought it a week ago for my mother but found its readings quite inaccurate.On measuring it showed her BP 130/90 mm of Hg while in actual her BP was shooting up at 170/110 mm og Hg as measured at same time by doctor.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,good,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",POS,0.4404,1.0,0.0
4,the product is easy to use and good....works fine ideal product for regular checkup ...without visiting any doctor .....,omran 7120,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.7964}",POS,0.7964,0.336,0.0
5,nice product,omran 7120,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",POS,0.4215,0.737,0.0
4,Very useful specially for old people in my family. Useful to take care and stay fit........... Prevention is better than cure. I got it at very effective price on Snapdeal with One year warranty too.,omran 7120,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.9391}",POS,0.9391,0.35,0.0
4,omron is good than the others. delivery is fast. only one thing is missing in this product is adapter. they delivered 4 battery instead of adapter. you'll need to buy that saperately. overall product is good.,omran 7120,"{'neg': 0.055, 'neu': 0.8, 'pos': 0.145, 'compound': 0.5574}",POS,0.5574,0.145,0.055
5,"This apparatus is very useful for daily blood pressure measurement at home without any medical assistance. This versatile monitor gives a quick reading and it is very easy to handle. The accuracy can not be questioned as at different place and different time, the human blood pressure can vary. But it gives almost accurate reading for day to day monitoring by its compact design.",omran 7120,"{'neg': 0.048, 'neu': 0.872, 'pos': 0.08, 'compound': 0.2826}",POS,0.2826,0.08,0.048
1,Shows incorrect readings. Tried taking average of 5 readings but sadly found that even the avg readings are far away from the actual readings found with my old BP machine.,omran 7120,"{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.5719}",NEG,-0.5719,0.0,0.117
