Rating,Comments,Product Name,sentiment
5,It's  a coolest bp machine I have seen and it works as given in the pros. This is very easy to use and durable very long.,omran 7120,"{'label': '5 stars', 'score': 0.8063957095146179}"
3,Works well and easy to use for any age group.,omran 7120,"{'label': '5 stars', 'score': 0.9575485587120056}"
4,Good Product. Yet to use it much. The Packing and delivery from Snapdeal was good and the product was as described.,omran 7120,"{'label': '5 stars', 'score': 0.9113345146179199}"
4,Good product...,omran 7120,"{'label': '4 stars', 'score': 0.3471773564815521}"
4,can buy this product if  dont require previous history,omran 7120,"{'label': '5 stars', 'score': 0.8906511664390564}"
5,Amazing product in amazing price.,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
2,Its not at all good.we cant rely on this bp machine,omran 7120,"{'label': '5 stars', 'score': 0.5849654674530029}"
5,Easy to use and one should go for this if you have elderly members in the family.,omran 7120,"{'label': '5 stars', 'score': 0.8903722167015076}"
5,Awesome,omran 7120,"{'label': '5 stars', 'score': 0.9022352695465088}"
4,Accuracy can be say + or - 5 . Suitable for use at home.,omran 7120,"{'label': '5 stars', 'score': 0.9265832304954529}"
4,Good Product,omran 7120,"{'label': '5 stars', 'score': 0.6325185894966125}"
4,awesome product. on time delivery too. Thanks to snapdeal.,omran 7120,"{'label': '5 stars', 'score': 0.9556602835655212}"
4,useful product,omran 7120,"{'label': '5 stars', 'score': 0.7879415154457092}"
5,Very NYC product on this price m fully satisfied wid this thanks snapdeal,omran 7120,"{'label': '5 stars', 'score': 0.9102016687393188}"
5,what a monitor ...... just quick and easy,omran 7120,"{'label': '4 stars', 'score': 0.5433324575424194}"
5,NEW SERIES IS VERY EASY TO OPERATE. IMMEDIATELY YOU CAN JUSIFY YOUR PRESSURE AND TAKE REMEDY IN HOME ITSELF.,omran 7120,"{'label': '5 stars', 'score': 0.7321517467498779}"
4,"Good product, but like most of the electronic BP monitors, provides inconsistent results. So, I get the reading twice if they vary too much, go for a 3rd reading. Then average the two nearest agreeing readings.",omran 7120,"{'label': '3 stars', 'score': 0.8155034780502319}"
4,"The material are durable, ease of use....would definitely recommend the product",omran 7120,"{'label': '5 stars', 'score': 0.6829673051834106}"
5,Very useful.,omran 7120,"{'label': '5 stars', 'score': 0.6211147308349609}"
3,Product is easy to use and price is also competitive. Adaptor should also be supplied with it,omran 7120,"{'label': '4 stars', 'score': 0.5109973549842834}"
5,very useful for home use,omran 7120,"{'label': '5 stars', 'score': 0.9542969465255737}"
5,BP monitor so simple and easy to use. Its simply superb.,omran 7120,"{'label': '5 stars', 'score': 0.8769020438194275}"
5,I like this monitor very much. I think this is the best budget BP monitor. This instrument can be operated both by battery and through an adapter.,omran 7120,"{'label': '5 stars', 'score': 0.733431339263916}"
3,"Reading were somewhere near to accurate value. But as it is a digital meter, reading value depends on how you hold your hand, armband, etc. ",omran 7120,"{'label': '5 stars', 'score': 0.632633626461029}"
5,It works fine and quality also good.,omran 7120,"{'label': '5 stars', 'score': 0.7527375221252441}"
2,Had bought it for tabulating BP of dad by himself or mom.,omran 7120,"{'label': '5 stars', 'score': 0.8160516023635864}"
5,its worthy than its price and good quality,omran 7120,"{'label': '1 star', 'score': 0.4676881432533264}"
5,Nice Product to use,omran 7120,"{'label': '5 stars', 'score': 0.857192873954773}"
5,Accurate readings given by product as confirmed by testing on various subjects,omran 7120,"{'label': '5 stars', 'score': 0.9490381479263306}"
5,Nice working fine,omran 7120,"{'label': '5 stars', 'score': 0.7410751581192017}"
5,ordering through delivery and product testing all n all went so smooth. no tension. Product is also good and cheap. I recommend this product through snapdeal.com,omran 7120,"{'label': '5 stars', 'score': 0.5678375363349915}"
5,"Genuine product, easy to use and accurate.",omran 7120,"{'label': '5 stars', 'score': 0.6937230825424194}"
5,Working well and it is really easy to use!,omran 7120,"{'label': '5 stars', 'score': 0.6470439434051514}"
5,"overall good quality, easy to use machine & quick delivery by Snapdeal. highly recommended.",omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
5,A+++ ..Fast shipping... smooth transaction..,omran 7120,"{'label': '5 stars', 'score': 0.9011733531951904}"
5,The product was received in good condition and is a boon to people who have fluctuating blood pressure.,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
4,Good one and accurate indicators be good by heart.,omran 7120,"{'label': '3 stars', 'score': 0.42179545760154724}"
4,Very handy and easy but not sure how accurate.,omran 7120,"{'label': '5 stars', 'score': 0.6648609638214111}"
5,I'm very happy with this. it out BP result just one button press include Risk indicator. Good product with best price also good looking.,omran 7120,"{'label': '5 stars', 'score': 0.5901732444763184}"
4,i purchased this product for my papa. i advised them to try 2 times each time and cross check with my murcury instrument whenever i visit to him. it is working well. best useful with adapter. always use new batteries. now my father examine his friends...he is hero there,omran 7120,"{'label': '5 stars', 'score': 0.8547816276550293}"
5,Best product in this range beating citizen monitor,omran 7120,"{'label': '5 stars', 'score': 0.8149094581604004}"
5,Good Produt and easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.9161141514778137}"
5,very easy to use and results are accurate. very useful for use at home.,omran 7120,"{'label': '5 stars', 'score': 0.8947896957397461}"
3,results are fluctuating ... even not accurate as desired,omran 7120,"{'label': '5 stars', 'score': 0.9068677425384521}"
5,"Belive me, Omron Hem-7120 Blood Presure Monitor is a great product.Its very useful in daily BP checkup and you can do it yourself without taking help of others. My parents have High BP problem. Its no possible to go Clinic to check pressure every time. So I bought this at very cheap price at Snapdeal and they delivered in just 2 days.  ",omran 7120,"{'label': '5 stars', 'score': 0.802345335483551}"
5,This is an excellent product.. I've already been using it for 2 years and I'm thoroughly satisfied.. what's more? You get the best deal on Snapdeal.. Check all the shopping sites.. You won't find a better deal anywhere.. Thanks Snap deal,omran 7120,"{'label': '3 stars', 'score': 0.2315530627965927}"
4,"The B/P was accurate and it was done quickly, this is a nice home blood pressure machine.",omran 7120,"{'label': '5 stars', 'score': 0.7266554832458496}"
5,accurate and easy to operate.,omran 7120,"{'label': '5 stars', 'score': 0.6923705339431763}"
1,Poor bulky build. Not at all accurate. Unsatisfied.,omran 7120,"{'label': '5 stars', 'score': 0.7557502388954163}"
4,Purchased from snapdeal which got delivered in reasonable time with good packing done.,omran 7120,"{'label': '5 stars', 'score': 0.6710234880447388}"
5,its  good and useful to everyone,omran 7120,"{'label': '5 stars', 'score': 0.851323127746582}"
5,I am using this Omron Hem-7120 BP Monitor. The quality and test result is very good and it is very easy to operate. I like this Blood Pressure Monitoring device.,omran 7120,"{'label': '5 stars', 'score': 0.9309980273246765}"
4,THIS MACHINE SHOWS ALMOST ACCURATE RESULTS ALTHOUGH YOU MAY HAVE TO REPEAT IT AT TIMES TO TO BE SURE. THE CUFF SIZE IS ALSO GOOD.,omran 7120,"{'label': '5 stars', 'score': 0.9168046712875366}"
5,Nice .getting exact results.nice for that price.....,omran 7120,"{'label': '5 stars', 'score': 0.798362135887146}"
5,"I went for this product, particularly impressed with its price. The build quality is good and it performs very well - with an omron you can be sure of quality. However one major disappointment, which if mentioned or known earlier, would have altered my decision:",omran 7120,"{'label': '5 stars', 'score': 0.8952369093894958}"
5,Good product in low price. I have recommended others. Thanks snapdeal....,omran 7120,"{'label': '5 stars', 'score': 0.7087815403938293}"
4,"Its very good device, readings are almost accurate(Compared with clinic readings after coming from hospital). You may have to check 2-3 times, to make sure readings are correct. easy to use.",omran 7120,"{'label': '5 stars', 'score': 0.721025824546814}"
3,smaller cuff. it is not useful for average fat peoples. for them we need bigger cuff,omran 7120,"{'label': '4 stars', 'score': 0.5069884061813354}"
5,"In using the instrument, it may be said that it's very easy to use and to read. More or less you can say without doing anything within a minute you will be able to know your systolic and diastolic pressures. I can give it 5 stars out of 5.",omran 7120,"{'label': '5 stars', 'score': 0.8579922318458557}"
4,Really Good product,omran 7120,"{'label': '5 stars', 'score': 0.8936026096343994}"
4,"Good product. I was amazed to use it. Specially when we need to check the BP at regular intervals, it is a good product for every household. ",omran 7120,"{'label': '5 stars', 'score': 0.9585722088813782}"
4,I have brought this product and it work really good.,omran 7120,"{'label': '5 stars', 'score': 0.8373106718063354}"
5,Worth the amount paid...,omran 7120,"{'label': '5 stars', 'score': 0.8909281492233276}"
4,"The instrument is accurate, i have taken so many reading in different times and also same time but the variation  as compared to mercury BP instrument is very less.",omran 7120,"{'label': '2 stars', 'score': 0.42817583680152893}"
5,Honestly there are only 3 things that matter here ,omran 7120,"{'label': '5 stars', 'score': 0.9380002021789551}"
5,"This is First purchase regarding medical and the product is awesome, packing is very good and shipping is as described and reached by delivery date and the product is as described and i love to give five stars to the seller and snapdeal",omran 7120,"{'label': '4 stars', 'score': 0.5565966367721558}"
5,good quality product...... I would suggest other buy this product again and again......,omran 7120,"{'label': '3 stars', 'score': 0.4279201328754425}"
4,its good for bp patient and this product is so helpfull those person who already suffer for blood presure. we all r knowing in advance our bp in home. i think omron monitor is the best than other companies bp monitor. its popular brand in medicated line. thank u,omran 7120,"{'label': '5 stars', 'score': 0.7832179665565491}"
5,List price is very low compared to other  retalers and online merchants.,omran 7120,"{'label': '5 stars', 'score': 0.9115940928459167}"
4,EASY AND NICE TO USE BUT NO STRIPS HAVE TO PURCHASE OUTSIDE,omran 7120,"{'label': '5 stars', 'score': 0.513132631778717}"
5,useful for personal use and hospital or clinic.,omran 7120,"{'label': '5 stars', 'score': 0.71734219789505}"
4,Easy to use and reading is accurate.,omran 7120,"{'label': '4 stars', 'score': 0.6028472185134888}"
4,very good prodect for every home,omran 7120,"{'label': '5 stars', 'score': 0.8335911631584167}"
5,"affordable price, accurate readings, compatible size and easy to use",omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
4,One of my colleague recommended this  Omron BP monitor and it seems like a great unit. The only problem was I have large arms so he recommended the large cuff. For some reason the large cuff is more difficult to use and position on my arm. The velcro seems extra sticky. I get the same reading on both cuffs.,omran 7120,"{'label': '5 stars', 'score': 0.8972638845443726}"
4,Its  a highly useful product and works excellently well.,omran 7120,"{'label': '5 stars', 'score': 0.8879514336585999}"
5,Product is good and accurate.And the snapdeal price also is highly competetive.,omran 7120,"{'label': '5 stars', 'score': 0.7558813691139221}"
5,Very fast dispatch. Excellent product at a competitive price.,omran 7120,"{'label': '5 stars', 'score': 0.908494234085083}"
4,Good product to be a part of home..........,omran 7120,"{'label': '3 stars', 'score': 0.5337606072425842}"
5,Perfect,omran 7120,"{'label': '5 stars', 'score': 0.9636730551719666}"
4,"Ease of use , Accurate",omran 7120,"{'label': '5 stars', 'score': 0.8551698923110962}"
4,i had purchase 6th january it is working good condition. snapdeal was very fast delivery to my location.,omran 7120,"{'label': '5 stars', 'score': 0.49006378650665283}"
5,"purchased this product twice and gifted one to my parents after finding it useful and looking at its ease of use. Verified the reading and seems accurancy of +_5 which is fantastic. Cheapest in its segment. No memory for storage of readings,however who needs it.",omran 7120,"{'label': '1 star', 'score': 0.39596205949783325}"
3,Product is good. but delivered very late,omran 7120,"{'label': '5 stars', 'score': 0.8424808382987976}"
5,I have used previously or gifted Omron BP Monitors and this one also works superb.,omran 7120,"{'label': '5 stars', 'score': 0.9460837841033936}"
4,I personally using this product and every time found the result satisfactory. A must have product for BP patient.,omran 7120,"{'label': '5 stars', 'score': 0.8600643277168274}"
5,"Mostly Accurate Blood Pressure Monitor, easy to use, Awesome Product...!!! Thanks Snapdeal..!!!",omran 7120,"{'label': '5 stars', 'score': 0.8710244297981262}"
5,This set of Omron Hem-7120 Blood Pressure Monitor is a user friendly product.  ,omran 7120,"{'label': '5 stars', 'score': 0.7877402305603027}"
5,good,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
2,"The product is handy and very easy to use. The reading sometime appears to be incorrect as it shows significant variance on multiple use keeping other factors unchanged within a short time period. The biggest drawback however is the size of the arm-cuff, which restricts its use to very limited/specific size. I think the range of the arm-cuff should be more. And I am unable to get additional arm-cuff (bigger size) in the open market, so its not much of use to me.",omran 7120,"{'label': '4 stars', 'score': 0.5843600630760193}"
5,"Its really nice product from Omron, it shows exact reading.so, I booked another one for my friend. Thanks once again for snapdeal for giving nice deal.",omran 7120,"{'label': '5 stars', 'score': 0.8145214319229126}"
3,not bad,omran 7120,"{'label': '3 stars', 'score': 0.5647666454315186}"
4,This is really a good stuff value for money paid,omran 7120,"{'label': '5 stars', 'score': 0.8026161789894104}"
5,Always reliable and trustworthy....,omran 7120,"{'label': '5 stars', 'score': 0.8979384303092957}"
5,Can be used easily with minimal instructions and are reading are quite accurate... recommend this for every person above 35 now a days,omran 7120,"{'label': '5 stars', 'score': 0.8272479176521301}"
5,Surely there will be difference between manual sphygnomanometer and digital one (around 5 mm Hg).But one who requires regular bp monitoring should get this and should also get it checked it by a physician so that you can know its error range.You should also be careful to keep your arm at heart level and be relaxed for few minutes before checking.It can also vary with different arms.If difference is more then check it with your physician.The cuff caters to arms of MUAC upto 32 cm.So obese people shouldn't buy this...that's it. Thanks,omran 7120,"{'label': '1 star', 'score': 0.5334838628768921}"
1,I bought it a week ago for my mother but found its readings quite inaccurate.On measuring it showed her BP 130/90 mm of Hg while in actual her BP was shooting up at 170/110 mm og Hg as measured at same time by doctor.,omran 7120,"{'label': '1 star', 'score': 0.59504634141922}"
5,good,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
4,the product is easy to use and good....works fine ideal product for regular checkup ...without visiting any doctor .....,omran 7120,"{'label': '5 stars', 'score': 0.8868566155433655}"
5,nice product,omran 7120,"{'label': '5 stars', 'score': 0.6937230825424194}"
4,Very useful specially for old people in my family. Useful to take care and stay fit........... Prevention is better than cure. I got it at very effective price on Snapdeal with One year warranty too.,omran 7120,"{'label': '5 stars', 'score': 0.9020974636077881}"
4,omron is good than the others. delivery is fast. only one thing is missing in this product is adapter. they delivered 4 battery instead of adapter. you'll need to buy that saperately. overall product is good.,omran 7120,"{'label': '4 stars', 'score': 0.7290233969688416}"
5,"This apparatus is very useful for daily blood pressure measurement at home without any medical assistance. This versatile monitor gives a quick reading and it is very easy to handle. The accuracy can not be questioned as at different place and different time, the human blood pressure can vary. But it gives almost accurate reading for day to day monitoring by its compact design.",omran 7120,"{'label': '5 stars', 'score': 0.7689181566238403}"
1,Shows incorrect readings. Tried taking average of 5 readings but sadly found that even the avg readings are far away from the actual readings found with my old BP machine.,omran 7120,"{'label': '1 star', 'score': 0.5628631114959717}"
4,"Good product, easy to use and gives almost accurate result.",omran 7120,"{'label': '5 stars', 'score': 0.8741133809089661}"
5,it is very easy to handle and gives accurate readings. good for checking blood pressure at home efficiently.,omran 7120,"{'label': '5 stars', 'score': 0.9546920657157898}"
2,Battery have to be replaced cannot store the previous readings,omran 7120,"{'label': '5 stars', 'score': 0.8062880039215088}"
4,easy to use & handling. accurate readings.,omran 7120,"{'label': '5 stars', 'score': 0.9115509986877441}"
4,"Tested more than 1000 cycles,great product ",omran 7120,"{'label': '1 star', 'score': 0.8233571648597717}"
5,THIS PRODUCT IS HELPFUL BED PATIENTS AND BP SUFFERING PEOPLE. THIS IS A GOOD PRODUCT IN A REASONABLE PRICE.,omran 7120,"{'label': '5 stars', 'score': 0.7558020949363708}"
5,east to use..,omran 7120,"{'label': '5 stars', 'score': 0.8129584193229675}"
5,nice product,omran 7120,"{'label': '5 stars', 'score': 0.8305769562721252}"
5,good one,omran 7120,"{'label': '5 stars', 'score': 0.5219783186912537}"
5,Good product,omran 7120,"{'label': '5 stars', 'score': 0.7099196314811707}"
5,Its a great product and delivery was faster than expected,omran 7120,"{'label': '4 stars', 'score': 0.5897710919380188}"
5,Good Product,omran 7120,"{'label': '5 stars', 'score': 0.7479674816131592}"
5,the shipping was bit late. however it is expected to be late as i am located in a remote location.,omran 7120,"{'label': '5 stars', 'score': 0.7790193557739258}"
4,BP monitor is very easy to handle and accuracy is +_ 7 to 10. The machine is original and well packed. But most remarkable thing is prompt services provided by Snapdeal with reliable courier service.,omran 7120,"{'label': '3 stars', 'score': 0.4681205153465271}"
5,very happy with Value for money stuff. packaging could have been batter than i have received.,omran 7120,"{'label': '5 stars', 'score': 0.7818615436553955}"
4,Easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.8559807538986206}"
5,"good value for money deal, omron is leader in personal health care products, large read out, very easy to use, one touch operation.",omran 7120,"{'label': '5 stars', 'score': 0.7237947583198547}"
5,"When i order the product i got on 3rd day, with safe and good packing. The product performs very good with best quality.",omran 7120,"{'label': '5 stars', 'score': 0.8618080019950867}"
4,Very useful product.,omran 7120,"{'label': '5 stars', 'score': 0.7515930533409119}"
4,"First of all Product found in good condition which is most important for online shopping, thanks to sellar.",omran 7120,"{'label': '4 stars', 'score': 0.5324878692626953}"
5,I love this product and the snap deal service!!,omran 7120,"{'label': '5 stars', 'score': 0.6421685218811035}"
4,good product. quality is ok.,omran 7120,"{'label': '5 stars', 'score': 0.9835900664329529}"
4,Products was not giving accurate though it was ok near by. For regular usage can buy but not for serious bp patients,omran 7120,"{'label': '5 stars', 'score': 0.7823874354362488}"
5,every body should have this kind of product.,omran 7120,"{'label': '5 stars', 'score': 0.8956273794174194}"
5,Accurate and easy to use. Would recommend to others. Price is also very competitive.,omran 7120,"{'label': '2 stars', 'score': 0.36002692580223083}"
5,"Delivery was good and on time. This is easy to handle. accuracy is good with +/- 5% as per your current body status, but overall reliable product.",omran 7120,"{'label': '4 stars', 'score': 0.5247799754142761}"
4,fine good product,omran 7120,"{'label': '5 stars', 'score': 0.5490274429321289}"
5,good quality bp monitor.. only downside I see is the battery provided doesnt last long..,omran 7120,"{'label': '5 stars', 'score': 0.8666573762893677}"
5,i have gifted it to my in laws.They use it almost everyday.,omran 7120,"{'label': '5 stars', 'score': 0.8480542302131653}"
5,good,omran 7120,"{'label': '5 stars', 'score': 0.8632385730743408}"
5,very compact and useful to every one,omran 7120,"{'label': '4 stars', 'score': 0.704108476638794}"
5,Good omron product with best price at snapdeal. Best to purchase with omron adaptor.,omran 7120,"{'label': '5 stars', 'score': 0.9532764554023743}"
4,good quality,omran 7120,"{'label': '5 stars', 'score': 0.8901638984680176}"
5,Very nice machine and really accurate. I checked the reading with the old bp machine and it was almost near..,omran 7120,"{'label': '5 stars', 'score': 0.9465895295143127}"
3,"not bad. measurement is quit accurate but sometimes miss the memory, however price is reasonable",omran 7120,"{'label': '5 stars', 'score': 0.631672739982605}"
5,superb and accurate.The name tells you everything.very good price and a quality product.,omran 7120,"{'label': '5 stars', 'score': 0.9556602835655212}"
4,Easy to use,omran 7120,"{'label': '5 stars', 'score': 0.7683084011077881}"
5,Fff,omran 7120,"{'label': '5 stars', 'score': 0.7455553412437439}"
3,"I can't trust the reading of BP from this equipment, because there is difference between conventional monitor &omron monitor.",omran 7120,"{'label': '5 stars', 'score': 0.7727958559989929}"
5,Very usefull for BP patients,omran 7120,"{'label': '4 stars', 'score': 0.5391225218772888}"
4,Easy to handle with accuracy of +/- 5.,omran 7120,"{'label': '4 stars', 'score': 0.46660712361335754}"
4,product is very nice and quite accurate,omran 7120,"{'label': '4 stars', 'score': 0.6687159538269043}"
5,Works as expected. No issue at all.,omran 7120,"{'label': '5 stars', 'score': 0.7614122033119202}"
5,Excellent,omran 7120,"{'label': '5 stars', 'score': 0.637989342212677}"
5,Very much light than expected. Good quality product from OMRON. I liked it !,omran 7120,"{'label': '5 stars', 'score': 0.8333461284637451}"
2,Average product,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
4,Very easy to use and gives accurate readings.,omran 7120,"{'label': '5 stars', 'score': 0.7959660291671753}"
3,"Its very easy to use, handy and if you follow the instructions of use correctly it gives near correct reading.",omran 7120,"{'label': '5 stars', 'score': 0.6296255588531494}"
4,GOOD PRICE,omran 7120,"{'label': '5 stars', 'score': 0.5078394412994385}"
4,"A very good product..Easy to use and comes at a good price..I got it at 40% discount on snapdeal..The product gives accurate reading,I compared the reading with a mercury sphygmomanometer.. Another advantage is you get both systolic and diastolic at a touch of a button within a minute. Only con is you cannot store previous readings which is ok.",omran 7120,"{'label': '4 stars', 'score': 0.5762275457382202}"
4,"This is good product for personal use. Easy to handle and working fine. I got it checked with my doctor and her opinion is it is doing the job. Like any electronic BP monitor devise, there will be some margin of error, but overall you get satisfactory results. The product is good at this price point, and I got lowest price on snapdeal.",omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
4,Works fine as expected,omran 7120,"{'label': '5 stars', 'score': 0.8493156433105469}"
4,bought it for my parents...easy to use easy to carry..,omran 7120,"{'label': '5 stars', 'score': 0.48101726174354553}"
5,"When I wanted Omron BP Monitor to keep a check on the heart health of my whole family, I ordered the same through snap deal.I received the same pack intact and started using it! What's more, an additional free gift of Digital Temperature thermometer was also dispatched. Really it made me so happy and the joy of unbundling of pack in presence of my whole family would never have reached its peak! Thank you Snap deal.",omran 7120,"{'label': '5 stars', 'score': 0.4408420920372009}"
5,I never thought that check BP is as easy. This BP monitor is very easy to use. ,omran 7120,"{'label': '4 stars', 'score': 0.5078157782554626}"
4,Good product and easy to use,omran 7120,"{'label': '5 stars', 'score': 0.8983102440834045}"
4,Good product to buy,omran 7120,"{'label': '1 star', 'score': 0.658128023147583}"
5,"I will simply say this product is very very good machine for family health care. It is good, easy to use and one more thing, cheap and best. ",omran 7120,"{'label': '5 stars', 'score': 0.6494210958480835}"
5,Good One,omran 7120,"{'label': '5 stars', 'score': 0.8100916147232056}"
3,Good,omran 7120,"{'label': '5 stars', 'score': 0.8492850661277771}"
5,ON LOWEST PRICE GOOD PRODUCTS,omran 7120,"{'label': '5 stars', 'score': 0.8889759182929993}"
5,"A perfect gift for your dad,as he loved it and it gives you accurate reading, it came with a freebee too.thanks snap deal n can't wait to see some more gifts item.",omran 7120,"{'label': '5 stars', 'score': 0.8888207077980042}"
5,Good product for the price paid. Delivery got delayed by 2 weeks from snapdeal. Apart from that product is all good.,omran 7120,"{'label': '5 stars', 'score': 0.8383006453514099}"
5,good & timely delivery,omran 7120,"{'label': '5 stars', 'score': 0.9499454498291016}"
5,Give 5 stars,omran 7120,"{'label': '5 stars', 'score': 0.7627556920051575}"
5,if you want it get it,omran 7120,"{'label': '3 stars', 'score': 0.8513320684432983}"
5,Excellent quality and very easy to use by a single press.I would recommend this as a best product of Bp monitoring.,omran 7120,"{'label': '5 stars', 'score': 0.9062935709953308}"
5,"I found it very useful more then expected, perfect price and good quality",omran 7120,"{'label': '5 stars', 'score': 0.8898516297340393}"
5,its working fine......and works for the purpose it made........so nothing more can be desired from it,omran 7120,"{'label': '5 stars', 'score': 0.5512850284576416}"
4,I found that the product is very good and I am satisfied with the performance. The delivery got very much delayed due to festivals/holidays.,omran 7120,"{'label': '5 stars', 'score': 0.6884191632270813}"
5,Awesome product... very easy to use and gives accurate readings every time,omran 7120,"{'label': '5 stars', 'score': 0.5316032767295837}"
5,Its very accurate for BP monitoring.,omran 7120,"{'label': '5 stars', 'score': 0.7771199345588684}"
5,Best for those have hypertension,omran 7120,"{'label': '5 stars', 'score': 0.8772167563438416}"
4,Satisfied,omran 7120,"{'label': '5 stars', 'score': 0.9310716390609741}"
2,Product is easy to use but not really accurate. Cant relay on reading generated by product. Also belt to tie is very short so bulky person cant use it comfortable.,omran 7120,"{'label': '5 stars', 'score': 0.9234930276870728}"
3,you may not get the accurate result.but the machine is handy.,omran 7120,"{'label': '5 stars', 'score': 0.8183022737503052}"
5,This product helpful for shugar patients and also rate is reasonable.,omran 7120,"{'label': '5 stars', 'score': 0.6814632415771484}"
4,found it good.,omran 7120,"{'label': '5 stars', 'score': 0.8745182156562805}"
4,"Hi Snapdeal,",omran 7120,"{'label': '5 stars', 'score': 0.6470439434051514}"
4,this is a very good product . built quality is very good . the only problem is adapter is not included . and the pin for adapter is somewhat different from normal adapters so have to use with battery . otherwise product is good,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
4,Easy to use and hig and low alert.,omran 7120,"{'label': '5 stars', 'score': 0.6764362454414368}"
5,Its a great BP monitor to check the BP accurately at your own with the help of this machine at your door step,omran 7120,"{'label': '5 stars', 'score': 0.9173235297203064}"
4,its very easy to use,omran 7120,"{'label': '4 stars', 'score': 0.5648168325424194}"
4,nice product but no memory function,omran 7120,"{'label': '5 stars', 'score': 0.739597499370575}"
5,This product is effordable and precise,omran 7120,"{'label': '5 stars', 'score': 0.976844847202301}"
4,FaIt gives fairly accurate reading. So I recommend it to everyone.,omran 7120,"{'label': '5 stars', 'score': 0.33978182077407837}"
4,good product ..accurate ...,omran 7120,"{'label': '5 stars', 'score': 0.9569689631462097}"
4,Good one,omran 7120,"{'label': '5 stars', 'score': 0.8117673993110657}"
4,Good,omran 7120,"{'label': '5 stars', 'score': 0.7700467705726624}"
5,Latest technology in affordable price ..just go for it,omran 7120,"{'label': '4 stars', 'score': 0.594282865524292}"
4,Omron is a brand i can always rely on!,omran 7120,"{'label': '5 stars', 'score': 0.9612306356430054}"
4,That's Good Stuff,omran 7120,"{'label': '5 stars', 'score': 0.8261405229568481}"
5,"good product, good delivery, thanks",omran 7120,"{'label': '5 stars', 'score': 0.6700155138969421}"
4,excellent,omran 7120,"{'label': '5 stars', 'score': 0.6340689659118652}"
4,"nice product, easy to use, no problems so far",omran 7120,"{'label': '3 stars', 'score': 0.4494682848453522}"
4,Accurate & user friendly . Value for money is 5 *.,omran 7120,"{'label': '4 stars', 'score': 0.5191606879234314}"
5,"If anyone things that blood pressure is maintain its reading for everyday, it is a wrong idea, everyday it will change. But too high or too low needs a doctor's attention. Rest the device shows almost near b.p. reading. I trusted this product and it is so easy to handling and light weighted to carry.",omran 7120,"{'label': '5 stars', 'score': 0.7908065915107727}"
4,Good product and easy to use,omran 7120,"{'label': '4 stars', 'score': 0.4657546281814575}"
4,Good BP Monitor devices.,omran 7120,"{'label': '5 stars', 'score': 0.531212329864502}"
5,Execellent Product,omran 7120,"{'label': '4 stars', 'score': 0.7643045783042908}"
4,only cord of pressure is in short legth other wise good...,omran 7120,"{'label': '5 stars', 'score': 0.7361569404602051}"
4,"easy to operate, light weight, easy to handle i am happy with the device, very clear display cord supply with monitor is very short  result is good, Overall i am satisfied with the device. people should really buy it rather than high value B.P. monitor",omran 7120,"{'label': '5 stars', 'score': 0.8284912109375}"
4,Its worth,omran 7120,"{'label': '5 stars', 'score': 0.8502962589263916}"
5,"Good Product, value for money",omran 7120,"{'label': '4 stars', 'score': 0.5479124188423157}"
5,"Great product & moroever deliver on time, In future also would like to deal with Snapdeal for more products on discounted rate.",omran 7120,"{'label': '5 stars', 'score': 0.7345491051673889}"
5,good,omran 7120,"{'label': '5 stars', 'score': 0.8322984576225281}"
5,Nice to buy..Omron stands Fr its quality.Monitor s good Fr bp measurement at home..ive to hail snapdeal Fr their quick response! LL Choose snapdeal oly Fr next purchase!,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
4,good product..,omran 7120,"{'label': '5 stars', 'score': 0.8687989115715027}"
4,You need to rest your hand on a table and keep the strip just above the elbow for better readings.,omran 7120,"{'label': '5 stars', 'score': 0.6467112302780151}"
4,"Omron supplied good machine. Really it is very easy to check BP at any time and any place. As it is battery operated, it is portable. Simple design. Little bit accurate and sometimes reading varies in next immediate check. But OK. Good product and necessary for regular monitoring people.",omran 7120,"{'label': '5 stars', 'score': 0.8575653433799744}"
4,good,omran 7120,"{'label': '5 stars', 'score': 0.839655339717865}"
4,MUST HAVE FOR SENIOR CITIZENS,omran 7120,"{'label': '5 stars', 'score': 0.6896051168441772}"
4,I bought this product Omron Auto B. P. Monitor HEM-7120 from snapdeal on 25-Sep-14. This product is good and very easy to use. I need to strap the armband and switch it on and within 10 seconds it will reflect the acurate result. But there is no backlight. Display font are big enough for senior persons.,omran 7120,"{'label': '5 stars', 'score': 0.8920650482177734}"
4,free from doctor appointment only for BP check!!,omran 7120,"{'label': '1 star', 'score': 0.9052737951278687}"
3,quality is ok,omran 7120,"{'label': '5 stars', 'score': 0.6443167924880981}"
