Product_Review,predicted_gpt35
"Rating: 4, Comments: good",positive
"Rating: 5, Comments: The product met my requirements , It is easy to use and I can measure my blood pressure with ease.",positive
"Rating: 4, Comments: Readings accurate and battery usage nominal. Delivery was quick.",positive
"Rating: 5, Comments: Nice and useful product",positive
"Rating: 5, Comments: accurate easy to use, user friendly",positive
"Rating: 5, Comments: A device to detect your blood pressure in the ease of your home,and seek medical help before hypertension overtakes your life.A handy device that is a must for every home in the present-day stressful world,for early detention of high/low BP with near accurate results.The memory is however limited to the previous reading",positive
"Rating: 5, Comments: Its working very accurately.....
very less time consuming instrument than spigmomanometer.....

Easy to handle by all ..",positive
"Rating: 5, Comments: Good product",positive
"Rating: 4, Comments: Iam using Omron Hem-7120 for last two weeks. It is user friendly and easy to use. It has an option of Adapter  ( Electricity power supply ) but I din't found the adapter in the packet. Hence Iam using pencil battery for this product and is working well.   I yet dont now about is longevity.         Similar product is the same range is also available in brands like cetizen  etc which have long life.",positive
"Rating: 4, Comments: Very good product, useful home need and very easy to use save lot of time, no need to go for hospital for BP check up. Showing results similar to hospital readings",positive
"Rating: 5, Comments: Excellent product",positive
"Rating: 5, Comments: Excllent",positive
"Rating: 2, Comments: Omron automatic machine gives a rough guess only and is not accurate though Omron is best among automactic monitors. It is better to buy the mannual one for more accuracy. I have compared mine readings with other automatic omron machines and all give different results.",negative
"Rating: 5, Comments: very happy",positive
"Rating: 4, Comments: Amazing product easy to use..",positive
"Rating: 5, Comments: Amazing product at a reasonable price",positive
"Rating: 5, Comments: I purchased this product 10 days back.excellent packing and timely delivery by snapdeal.I checked my blood pressure using this instrument and mercury sphygmomanometer. I found both are matching exactly. In fact ""omeron"" gives more accurate value in the sence usually your physician or lab technician will round off pressure value to nearest multiple of ""ten"". ie they will never say ""your bp is 87-115"" . Instead of it they will quote your bp as 90-120. Hence always go for a digital one for domestic purpose.only thing you have to do is just compare the values shown by digital 
one with mercury sphygmomanometer once in a while, say once in six months or one year.",positive
"Rating: 3, Comments: One issue is that it drains the battery too fast. And there is no AC adapter as a part of the package.",negative
"Rating: 4, Comments: perfect",positive
"Rating: 5, Comments: I could find this excellant product at lowest price only through Snapdeal.",positive
"Rating: 3, Comments: It is average product. Readings are slightly fluctuating.",negative
"Rating: 5, Comments: Good product at best price and very quick delivery",positive
"Rating: 5, Comments: excellent machine, with reasonable price",positive
"Rating: 4, Comments: Very worthy product...",positive
"Rating: 5, Comments: good product",positive
"Rating: 4, Comments: Its a very good product.",positive
"Rating: 5, Comments: Very good",positive
"Rating: 5, Comments: amazing",positive
"Rating: 4, Comments: So far so good",positive
"Rating: 5, Comments: Everyone should have at home...good product at reasonable price.thank u snapdeal",positive
"Rating: 4, Comments: Simple to use and simple are the instructions to follow. A must in every homes",positive
"Rating: 5, Comments: worth buying",positive
"Rating: 5, Comments: easy to use and handle",positive
"Rating: 5, Comments: worth price, good product, accurate, durable, handy product. it can be use at home, travelling, hospital. result is quick and easy to use. omron brand is gr8. delivery is good.",positive
"Rating: 3, Comments: TRY IT THREE TIMES FOR ONE READING",negative
"Rating: 5, Comments: This really a worth of its price and usage.",positive
"Rating: 4, Comments: Its a good product, easy to use. Gives accurate reading. Good for daily monitoring at home.",positive
"Rating: 5, Comments: BOUGHT THIS PRODUCT AND AM EXTREMENLY SATISFIED.THE READINGS ARE QUITE ACCURATE AND USABILITY IS EASY.",positive
"Rating: 4, Comments: good product want ac adapter extra",positive
"Rating: 4, Comments: Gud one
Does what it says
Bp , pulse readind is gud. 
Only lag is that BP read by it is 10-15 mm higher than original BP
Product build is gud, 
Rest feature are as specified",negative
"Rating: 5, Comments: its very good product for our health .its my wish to purchase every home for our parents,",positive
"Rating: 5, Comments: A must buy if you have old parents with u",positive
"Rating: 5, Comments: This is nice product and easy to use user friendly also...so i recomend this product.thnk u..",positive
"Rating: 5, Comments: nice product
accurate and fast reading
you can use both battery and adapter what you want to use
solid body and nice design",positive
"Rating: 2, Comments: I got this BP monitor. but never find a correct reading.  I always find variation of 10 points both side. 
so it is not very much reliable.",negative
"Rating: 5, Comments: It's really good product.",positive
"Rating: 1, Comments: no use of this machine just showing random data.
far from correct BP reading.",negative
"Rating: 5, Comments: Nice product",positive
"Rating: 5, Comments: Good one and best results simple to use......",positive
"Rating: 4, Comments: It's a good stuff and tells almost appropriate readings.
Snapdeal should have to keep an eye on packaging. Worst pack I've ever seen.",negative
"Rating: 5, Comments: good1",positive
"Rating: 4, Comments: Best product everyone should buy & keep it at home",positive
"Rating: 4, Comments: Good",positive
"Rating: 5, Comments: Very good product,works as said.",positive
"Rating: 5, Comments: wonderful performance",positive
"Rating: 4, Comments: Easy to operate",positive
"Rating: 5, Comments: Still some repeating error exist.",negative
"Rating: 4, Comments: all items that i bought from snap deal are good and value for the money,this item also good,reliable and accurate",positive
"Rating: 5, Comments: Perfect for routine home practice",positive
"Rating: 5, Comments: nice product",positive
"Rating: 5, Comments: Excellent device for accurate measurement. Everyone should buy.",positive
"Rating: 4, Comments: Does its job decently although readings are having  levels of +/-5% accuracy.",negative
"Rating: 5, Comments: Awesome. ......perfect",positive
"Rating: 4, Comments: Easy to use",positive
"Rating: 4, Comments: Shows BP with very light fluctuation",positive
"Rating: 5, Comments: Great product newer model easy to use doesn't come with a adapter u have to purchase it  great shipping love it",positive
"Rating: 5, Comments: The device is bit bulky but does well what it is designed for. There are some instructions that we need to follow to get accurate results. People who are getting unreliable results might not be following it properly. I took multiple readings in 3 min gaps and found correct results.
The body movement indicator and hypertension ind work perfectly.
4 alkaline batteries come with the device so you can start using right away. There is a 6V adapter port but you need to buy it yourself if required.
The start/stop button is soft touch though, which might cause it to turn on inside the package if batteries are in it. Else, there is no issue. It is a basic device with single memory and no bells and whistles. I definitely recommend it.
The seller shipped via express, I got it within 1 and half days of ordering. Also, the device was packed inside its own carton in bubble wrap hence no damage. Quite good.",positive
"Rating: 4, Comments: best brand ,best equipment ,",positive
"Rating: 4, Comments: Good product.. Can't say 100% reliable but satisfactory results..",positive
"Rating: 5, Comments: Highly useful. Recommended for home use since regular checking of bp is a mandatory requirement for all members of a family. The readings have so far been close in successive measurements and appears to be accurate enough for daily routine checking.",positive
"Rating: 4, Comments: good",positive
"Rating: 4, Comments: I purchase it as my mother had high bp problem. It is worth of prise. Very easy to use and almost accurate reading every time. You can trust on it. Overall a good product from Omron.",positive
"Rating: 5, Comments: I am using this machine for the past many years and it gives pretty near to accurate readings. It is light weight and is very easy to use. No need to manually inflate with this model. A nice product from Omron!!",positive
"Rating: 5, Comments: ACCURATE AND EASY TO MEASURE.",positive
"Rating: 5, Comments: Works fine and excellent !!!! Moreover to take repeated readings, we have to switch it off, and unstrap. Then again strapping and switching it ON. Though there is a difference of 2-3 units, the instrument works fine. Plus easy to use interface for OLD people to use it. I would say great product. Plus delivery was done in 3 days. That was very fast.",positive
"Rating: 5, Comments: works good",positive
"Rating: 5, Comments: Perfect",positive
"Rating: 5, Comments: Good and Accurate",positive
"Rating: 5, Comments: very useful, instantly check your BP...",positive
"Rating: 4, Comments: Output is not very accurate. But considering the price of the instrument, the approximation provided by this product is useful",positive
"Rating: 5, Comments: Eassy to use..",positive
"Rating: 3, Comments: average reading ok for daily use however you can only judge higher variation and have to visit doctor to know accurate reading if variation or more than daily reading. Not accurate.",negative
"Rating: 4, Comments: Good Product..Easy to use.... delay in delivery than expected time",negative
"Rating: 5, Comments: Working well.. good result.. paisa wasool",positive
"Rating: 5, Comments: ok good",positive
"Rating: 5, Comments: It's  a coolest bp machine I have seen and it works as given in the pros. This is very easy to use and durable very long.
The cable for socket for working was not given and it was provided with batteries",positive
"Rating: 3, Comments: Works well and easy to use for any age group.

Sometimes gives wrong reading but overall working satisfactory.

Better if you buy it with power adopter so no need to replace battery every now & then.",positive
"Rating: 4, Comments: Good Product. Yet to use it much. The Packing and delivery from Snapdeal was good and the product was as described.",positive
"Rating: 4, Comments: Good product...",positive
"Rating: 4, Comments: can buy this product if  dont require previous history",positive
"Rating: 5, Comments: Amazing product in amazing price.",positive
"Rating: 2, Comments: Its not at all good.we cant rely on this bp machine
because it completly gives us wrong readings and error show",negative
"Rating: 5, Comments: Easy to use and one should go for this if you have elderly members in the family.",positive
"Rating: 5, Comments: Awesome",positive
"Rating: 4, Comments: Accuracy can be say + or - 5 . Suitable for use at home.",positive
"Rating: 4, Comments: Good Product",positive
"Rating: 4, Comments: awesome product. on time delivery too. Thanks to snapdeal.",positive
"Rating: 4, Comments: useful product",positive
"Rating: 5, Comments: Very NYC product on this price m fully satisfied wid this thanks snapdeal",positive
"Rating: 5, Comments: what a monitor ...... just quick and easy",positive
"Rating: 5, Comments: NEW SERIES IS VERY EASY TO OPERATE. IMMEDIATELY YOU CAN JUSIFY YOUR PRESSURE AND TAKE REMEDY IN HOME ITSELF.",positive
"Rating: 4, Comments: Good product, but like most of the electronic BP monitors, provides inconsistent results. So, I get the reading twice if they vary too much, go for a 3rd reading. Then average the two nearest agreeing readings.",negative
"Rating: 4, Comments: The material are durable, ease of use....would definitely recommend the product",positive
"Rating: 5, Comments: Very useful.",positive
"Rating: 3, Comments: Product is easy to use and price is also competitive. Adaptor should also be supplied with it",positive
"Rating: 5, Comments: very useful for home use
really amazing one",positive
"Rating: 5, Comments: BP monitor so simple and easy to use. Its simply superb.

Price: I save Rs300/- from snap deal purchasing. compare to local market prize.

I order one more BP Monitor for my sister.

thank u snap deal.",positive
"Rating: 5, Comments: I like this monitor very much. I think this is the best budget BP monitor. This instrument can be operated both by battery and through an adapter.",positive
"Rating: 3, Comments: Reading were somewhere near to accurate value. But as it is a digital meter, reading value depends on how you hold your hand, armband, etc. 
Anyway reading will help you to track your BP on daily basis.",positive
"Rating: 5, Comments: It works fine and quality also good.",positive
"Rating: 2, Comments: Had bought it for tabulating BP of dad by himself or mom.
The upper readings fluctuated by more than 10% at times even when repeated 3-4 times within a span of 10-15 minutes . Fluctuation between 7-9% was the norm. So, I've doubt over the readings, its primary function.",negative
"Rating: 5, Comments: its worthy than its price and good quality",positive
"Rating: 5, Comments: Nice Product to use",positive
"Rating: 5, Comments: Accurate readings given by product as confirmed by testing on various subjects",positive
"Rating: 5, Comments: Nice working fine",positive
"Rating: 5, Comments: ordering through delivery and product testing all n all went so smooth. no tension. Product is also good and cheap. I recommend this product through snapdeal.com",positive
"Rating: 5, Comments: Genuine product, easy to use and accurate.
Packaged and shipped nicely.
Good price.",positive
"Rating: 5, Comments: Working well and it is really easy to use!",positive
"Rating: 5, Comments: overall good quality, easy to use machine & quick delivery by Snapdeal. highly recommended.",positive
"Rating: 5, Comments: A+++ ..Fast shipping... smooth transaction..",positive
"Rating: 5, Comments: The product was received in good condition and is a boon to people who have fluctuating blood pressure.",positive
"Rating: 4, Comments: Good one and accurate indicators be good by heart.",positive
"Rating: 4, Comments: Very handy and easy but not sure how accurate.",positive
"Rating: 5, Comments: I'm very happy with this. it out BP result just one button press include Risk indicator. Good product with best price also good looking.",positive
"Rating: 4, Comments: i purchased this product for my papa. i advised them to try 2 times each time and cross check with my murcury instrument whenever i visit to him. it is working well. best useful with adapter. always use new batteries. now my father examine his friends...he is hero there",positive
"Rating: 5, Comments: Best product in this range beating citizen monitor",positive
"Rating: 5, Comments: Good Produt and easy to use.",positive
"Rating: 5, Comments: very easy to use and results are accurate. very useful for use at home.",positive
"Rating: 3, Comments: results are fluctuating ... even not accurate as desired",negative
"Rating: 5, Comments: Belive me, Omron Hem-7120 Blood Presure Monitor is a great product.Its very useful in daily BP checkup and you can do it yourself without taking help of others. My parents have High BP problem. Its no possible to go Clinic to check pressure every time. So I bought this at very cheap price at Snapdeal and they delivered in just 2 days.  
Omron Hem-7120 Blood Presure Monitor is very convient and easy to use. Must have in Every home.",positive
"Rating: 5, Comments: This is an excellent product.. I've already been using it for 2 years and I'm thoroughly satisfied.. what's more? You get the best deal on Snapdeal.. Check all the shopping sites.. You won't find a better deal anywhere.. Thanks Snap deal",positive
"Rating: 4, Comments: The B/P was accurate and it was done quickly, this is a nice home blood pressure machine.",positive
"Rating: 5, Comments: accurate and easy to operate.",positive
"Rating: 1, Comments: Poor bulky build. Not at all accurate. Unsatisfied.",negative
"Rating: 4, Comments: Purchased from snapdeal which got delivered in reasonable time with good packing done.
Suggest to provide power adapter also along with the device which is missing in this.
No problems noticed as of now. Working fine. 
Recommend this product for people who are looking for easy to use & keep eye on their BP on regular basis.
Moreover, Omron brand as such is well renowned for healthcare products.",positive
"Rating: 5, Comments: its  good and useful to everyone",positive
"Rating: 5, Comments: I am using this Omron Hem-7120 BP Monitor. The quality and test result is very good and it is very easy to operate. I like this Blood Pressure Monitoring device.",positive
"Rating: 4, Comments: THIS MACHINE SHOWS ALMOST ACCURATE RESULTS ALTHOUGH YOU MAY HAVE TO REPEAT IT AT TIMES TO TO BE SURE. THE CUFF SIZE IS ALSO GOOD.",positive
"Rating: 5, Comments: Nice .getting exact results.nice for that price.....",positive
"Rating: 5, Comments: I went for this product, particularly impressed with its price. The build quality is good and it performs very well - with an omron you can be sure of quality. However one major disappointment, which if mentioned or known earlier, would have altered my decision:
This machine comes with a single arm band (generally other machines have two bands, for different arm sizes) - and the single arm band does not fit large arms and thus one cannot measure the bp of people with healthier arms. Now that is a serious limitation and makes the price not worth the limitation.
I suggest one should go in for a set with two arm bands, so that all arm sizes can have their bp measures else the machine usage is seriously restricted. The arm band with this machine is of small size and arm circumference over 25 cm cannot have their bp measured!",negative
"Rating: 5, Comments: Good product in low price. I have recommended others. Thanks snapdeal....",positive
"Rating: 4, Comments: Its very good device, readings are almost accurate(Compared with clinic readings after coming from hospital). You may have to check 2-3 times, to make sure readings are correct. easy to use.",positive
"Rating: 3, Comments: smaller cuff. it is not useful for average fat peoples. for them we need bigger cuff",negative
"Rating: 5, Comments: In using the instrument, it may be said that it's very easy to use and to read. More or less you can say without doing anything within a minute you will be able to know your systolic and diastolic pressures. I can give it 5 stars out of 5.",positive
"Rating: 4, Comments: Really Good product",positive
"Rating: 4, Comments: Good product. I was amazed to use it. Specially when we need to check the BP at regular intervals, it is a good product for every household. 
Results are quick and anybody can use it.",positive
"Rating: 4, Comments: I have brought this product and it work really good.
The measurements from this device is accurate and it has life long durability.",positive
"Rating: 5, Comments: Worth the amount paid...",positive
"Rating: 4, Comments: The instrument is accurate, i have taken so many reading in different times and also same time but the variation  as compared to mercury BP instrument is very less.
but the draw back is visual panel cover is made of thin plastic, so it will punctere easily, it should have been made of hard plastic.",negative
"Rating: 5, Comments: Honestly there are only 3 things that matter here 

1) Accuracy
2) Quality of the device
3) Ease of use

And this device passes all the three tests with flying colours.",positive
"Rating: 5, Comments: This is First purchase regarding medical and the product is awesome, packing is very good and shipping is as described and reached by delivery date and the product is as described and i love to give five stars to the seller and snapdeal",positive
"Rating: 5, Comments: good quality product...... I would suggest other buy this product again and again......",positive
"Rating: 4, Comments: its good for bp patient and this product is so helpfull those person who already suffer for blood presure. we all r knowing in advance our bp in home. i think omron monitor is the best than other companies bp monitor. its popular brand in medicated line. thank u",positive
"Rating: 5, Comments: List price is very low compared to other  retalers and online merchants.
Please let us know if the order placed is cancelled in advance so the i can check for alternatives.",positive
"Rating: 4, Comments: EASY AND NICE TO USE BUT NO STRIPS HAVE TO PURCHASE OUTSIDE",negative
"Rating: 5, Comments: useful for personal use and hospital or clinic.
very accurate reading .
easy to carry.
important vital signs heart rate and BP can be recorded by using this machine.",positive
"Rating: 4, Comments: Easy to use and reading is accurate.",positive
"Rating: 4, Comments: very good prodect for every home",positive
"Rating: 5, Comments: affordable price, accurate readings, compatible size and easy to use",positive
"Rating: 4, Comments: One of my colleague recommended this  Omron BP monitor and it seems like a great unit. The only problem was I have large arms so he recommended the large cuff. For some reason the large cuff is more difficult to use and position on my arm. The velcro seems extra sticky. I get the same reading on both cuffs.",negative
"Rating: 4, Comments: Its  a highly useful product and works excellently well.",positive
"Rating: 5, Comments: Product is good and accurate.And the snapdeal price also is highly competetive.",positive
"Rating: 5, Comments: Very fast dispatch. Excellent product at a competitive price.",positive
"Rating: 4, Comments: Good product to be a part of home..........",positive
"Rating: 5, Comments: Perfect",positive
"Rating: 4, Comments: Ease of use , Accurate",positive
"Rating: 4, Comments: i had purchase 6th january it is working good condition. snapdeal was very fast delivery to my location.",positive
"Rating: 5, Comments: purchased this product twice and gifted one to my parents after finding it useful and looking at its ease of use. Verified the reading and seems accurancy of +_5 which is fantastic. Cheapest in its segment. No memory for storage of readings,however who needs it.",positive
"Rating: 3, Comments: Product is good. but delivered very late",negative
"Rating: 5, Comments: I have used previously or gifted Omron BP Monitors and this one also works superb.",positive
"Rating: 4, Comments: I personally using this product and every time found the result satisfactory. A must have product for BP patient.",positive
"Rating: 5, Comments: Mostly Accurate Blood Pressure Monitor, easy to use, Awesome Product...!!! Thanks Snapdeal..!!!",positive
"Rating: 5, Comments: This set of Omron Hem-7120 Blood Pressure Monitor is a user friendly product.  
It's good for aged people, direct fit the device and then on /off. 
The getup of this product is good, getting good battery back up. With a DC adapter plug in too.  
The good thing is the rate of BP is good, as I compared it with manual BP meter.",positive
"Rating: 5, Comments: good",positive
"Rating: 2, Comments: The product is handy and very easy to use. The reading sometime appears to be incorrect as it shows significant variance on multiple use keeping other factors unchanged within a short time period. The biggest drawback however is the size of the arm-cuff, which restricts its use to very limited/specific size. I think the range of the arm-cuff should be more. And I am unable to get additional arm-cuff (bigger size) in the open market, so its not much of use to me.",negative
"Rating: 5, Comments: Its really nice product from Omron, it shows exact reading.so, I booked another one for my friend. Thanks once again for snapdeal for giving nice deal.",positive
"Rating: 3, Comments: not bad",positive
"Rating: 4, Comments: This is really a good stuff value for money paid",positive
"Rating: 5, Comments: Always reliable and trustworthy....",positive
"Rating: 5, Comments: Can be used easily with minimal instructions and are reading are quite accurate... recommend this for every person above 35 now a days",positive
"Rating: 5, Comments: Surely there will be difference between manual sphygnomanometer and digital one (around 5 mm Hg).But one who requires regular bp monitoring should get this and should also get it checked it by a physician so that you can know its error range.You should also be careful to keep your arm at heart level and be relaxed for few minutes before checking.It can also vary with different arms.If difference is more then check it with your physician.The cuff caters to arms of MUAC upto 32 cm.So obese people shouldn't buy this...that's it. Thanks",positive
"Rating: 1, Comments: I bought it a week ago for my mother but found its readings quite inaccurate.On measuring it showed her BP 130/90 mm of Hg while in actual her BP was shooting up at 170/110 mm og Hg as measured at same time by doctor.

Disappointed with this omron device.",negative
"Rating: 5, Comments: good",positive
"Rating: 4, Comments: the product is easy to use and good....works fine ideal product for regular checkup ...without visiting any doctor .....",positive
"Rating: 5, Comments: nice product",positive
"Rating: 4, Comments: Very useful specially for old people in my family. Useful to take care and stay fit........... Prevention is better than cure. I got it at very effective price on Snapdeal with One year warranty too.",positive
"Rating: 4, Comments: omron is good than the others. delivery is fast. only one thing is missing in this product is adapter. they delivered 4 battery instead of adapter. you'll need to buy that saperately. overall product is good.",positive
"Rating: 5, Comments: This apparatus is very useful for daily blood pressure measurement at home without any medical assistance. This versatile monitor gives a quick reading and it is very easy to handle. The accuracy can not be questioned as at different place and different time, the human blood pressure can vary. But it gives almost accurate reading for day to day monitoring by its compact design.",positive
"Rating: 1, Comments: Shows incorrect readings. Tried taking average of 5 readings but sadly found that even the avg readings are far away from the actual readings found with my old BP machine.",negative
"Rating: 4, Comments: Good product, easy to use and gives almost accurate result.",positive
"Rating: 5, Comments: it is very easy to handle and gives accurate readings. good for checking blood pressure at home efficiently.",positive
"Rating: 2, Comments: Battery have to be replaced cannot store the previous readings",negative
"Rating: 4, Comments: easy to use & handling. accurate readings.",positive
"Rating: 4, Comments: Tested more than 1000 cycles,great product 
Worth of buying",positive
"Rating: 5, Comments: THIS PRODUCT IS HELPFUL BED PATIENTS AND BP SUFFERING PEOPLE. THIS IS A GOOD PRODUCT IN A REASONABLE PRICE.",positive
"Rating: 5, Comments: east to use..
competetive price..
accurate enough...",positive
"Rating: 5, Comments: nice product",positive
"Rating: 5, Comments: good one",positive
"Rating: 5, Comments: Good product",positive
"Rating: 5, Comments: Its a great product and delivery was faster than expected",positive
"Rating: 5, Comments: Good Product",positive
"Rating: 5, Comments: the shipping was bit late. however it is expected to be late as i am located in a remote location.",negative
"Rating: 4, Comments: BP monitor is very easy to handle and accuracy is +_ 7 to 10. The machine is original and well packed. But most remarkable thing is prompt services provided by Snapdeal with reliable courier service.",positive
"Rating: 5, Comments: very happy with Value for money stuff. packaging could have been batter than i have received.",negative
"Rating: 4, Comments: Easy to use.",positive
"Rating: 5, Comments: good value for money deal, omron is leader in personal health care products, large read out, very easy to use, one touch operation.",positive
"Rating: 5, Comments: When i order the product i got on 3rd day, with safe and good packing. The product performs very good with best quality.",positive
"Rating: 4, Comments: Very useful product.",positive
"Rating: 4, Comments: First of all Product found in good condition which is most important for online shopping, thanks to sellar.
Product is easy to use everyone can use this but one should read manual before use provide with product for more reliable and precise reading. I bought this for my father.cuff size is medium and only suitable for average built people. There must be an option to choose cuff size during buying option.",positive
"Rating: 5, Comments: I love this product and the snap deal service!!",positive
"Rating: 4, Comments: good product. quality is ok.",positive
"Rating: 4, Comments: Products was not giving accurate though it was ok near by. For regular usage can buy but not for serious bp patients",negative
"Rating: 5, Comments: every body should have this kind of product.",positive
"Rating: 5, Comments: Accurate and easy to use. Would recommend to others. Price is also very competitive.",positive
"Rating: 5, Comments: Delivery was good and on time. This is easy to handle. accuracy is good with +/- 5% as per your current body status, but overall reliable product.",positive
"Rating: 4, Comments: fine good product",positive
"Rating: 5, Comments: good quality bp monitor.. only downside I see is the battery provided doesnt last long..",negative
"Rating: 5, Comments: i have gifted it to my in laws.They use it almost everyday.",positive
"Rating: 5, Comments: good",positive
"Rating: 5, Comments: very compact and useful to every one",positive
"Rating: 5, Comments: Good omron product with best price at snapdeal. Best to purchase with omron adaptor.",positive
"Rating: 4, Comments: good quality",positive
"Rating: 5, Comments: Very nice machine and really accurate. I checked the reading with the old bp machine and it was almost near..",positive
"Rating: 3, Comments: not bad. measurement is quit accurate but sometimes miss the memory, however price is reasonable",positive
"Rating: 5, Comments: superb and accurate.The name tells you everything.very good price and a quality product.",positive
"Rating: 4, Comments: Easy to use",positive
"Rating: 5, Comments: Fff",negative
"Rating: 3, Comments: I can't trust the reading of BP from this equipment, because there is difference between conventional monitor &omron monitor.",negative
"Rating: 5, Comments: Very usefull for BP patients",positive
"Rating: 4, Comments: Easy to handle with accuracy of +/- 5.",positive
"Rating: 4, Comments: product is very nice and quite accurate",positive
"Rating: 5, Comments: Works as expected. No issue at all.",positive
"Rating: 5, Comments: Excellent",positive
"Rating: 5, Comments: Very much light than expected. Good quality product from OMRON. I liked it !",positive
"Rating: 2, Comments: Average product",negative
"Rating: 4, Comments: Very easy to use and gives accurate readings.",positive
"Rating: 3, Comments: Its very easy to use, handy and if you follow the instructions of use correctly it gives near correct reading.
There is always a variation in readings of such devices, but its quiet within range with this product.
It has no memory storage feature of your previous readings.
Good for monitoring BP at home, memory feature would have been helpful.",positive
"Rating: 4, Comments: GOOD PRICE",positive
"Rating: 4, Comments: A very good product..Easy to use and comes at a good price..I got it at 40% discount on snapdeal..The product gives accurate reading,I compared the reading with a mercury sphygmomanometer.. Another advantage is you get both systolic and diastolic at a touch of a button within a minute. Only con is you cannot store previous readings which is ok.",positive
"Rating: 4, Comments: This is good product for personal use. Easy to handle and working fine. I got it checked with my doctor and her opinion is it is doing the job. Like any electronic BP monitor devise, there will be some margin of error, but overall you get satisfactory results. The product is good at this price point, and I got lowest price on snapdeal.",positive
"Rating: 4, Comments: Works fine as expected",positive
"Rating: 4, Comments: bought it for my parents...easy to use easy to carry..",positive
"Rating: 5, Comments: When I wanted Omron BP Monitor to keep a check on the heart health of my whole family, I ordered the same through snap deal.I received the same pack intact and started using it! What's more, an additional free gift of Digital Temperature thermometer was also dispatched. Really it made me so happy and the joy of unbundling of pack in presence of my whole family would never have reached its peak! Thank you Snap deal.",positive
"Rating: 5, Comments: I never thought that check BP is as easy. This BP monitor is very easy to use. 

For the price it does worth a lot!",positive
"Rating: 4, Comments: Good product and easy to use",positive
"Rating: 4, Comments: Good product to buy",positive
"Rating: 5, Comments: I will simply say this product is very very good machine for family health care. It is good, easy to use and one more thing, cheap and best. 
Yes, I took it for my mom and it is the best in price.
Thanks to Snapdeal that I could get it easily.",positive
"Rating: 5, Comments: Good One",positive
"Rating: 3, Comments: Good",positive
"Rating: 5, Comments: ON LOWEST PRICE GOOD PRODUCTS",positive
"Rating: 5, Comments: A perfect gift for your dad,as he loved it and it gives you accurate reading, it came with a freebee too.thanks snap deal n can't wait to see some more gifts item.",positive
"Rating: 5, Comments: Good product for the price paid. Delivery got delayed by 2 weeks from snapdeal. Apart from that product is all good.",negative
"Rating: 5, Comments: good & timely delivery",positive
"Rating: 5, Comments: Give 5 stars",positive
"Rating: 5, Comments: if you want it get it",positive
"Rating: 5, Comments: Excellent quality and very easy to use by a single press.I would recommend this as a best product of Bp monitoring.",positive
"Rating: 5, Comments: I found it very useful more then expected, perfect price and good quality",positive
"Rating: 5, Comments: its working fine......and works for the purpose it made........so nothing more can be desired from it",positive
"Rating: 4, Comments: I found that the product is very good and I am satisfied with the performance. The delivery got very much delayed due to festivals/holidays.",positive
"Rating: 5, Comments: Awesome product... very easy to use and gives accurate readings every time",positive
"Rating: 5, Comments: Its very accurate for BP monitoring.
Very easy to use.
very essential device for every home.",positive
"Rating: 5, Comments: Best for those have hypertension",positive
"Rating: 4, Comments: Satisfied",positive
"Rating: 2, Comments: Product is easy to use but not really accurate. Cant relay on reading generated by product. Also belt to tie is very short so bulky person cant use it comfortable.",negative
"Rating: 3, Comments: you may not get the accurate result.but the machine is handy.",positive
"Rating: 5, Comments: This product helpful for shugar patients and also rate is reasonable.",positive
"Rating: 4, Comments: found it good.",positive
"Rating: 4, Comments: Hi Snapdeal,

I really liked the product as it is very useful.
But I am not happy with the delivery service.

I received the product with a delay of 4-5 days & onto that behavior of courier boy was not good.",negative
"Rating: 4, Comments: this is a very good product . built quality is very good . the only problem is adapter is not included . and the pin for adapter is somewhat different from normal adapters so have to use with battery . otherwise product is good",positive
"Rating: 4, Comments: Easy to use and hig and low alert.",positive
"Rating: 5, Comments: Its a great BP monitor to check the BP accurately at your own with the help of this machine at your door step",positive
"Rating: 4, Comments: its very easy to use",positive
"Rating: 4, Comments: nice product but no memory function",negative
"Rating: 5, Comments: This product is effordable and precise",positive
"Rating: 4, Comments: FaIt gives fairly accurate reading. So I recommend it to everyone.",positive
"Rating: 4, Comments: good product ..accurate ...",positive
"Rating: 4, Comments: Good one",positive
"Rating: 4, Comments: Good",positive
"Rating: 5, Comments: Latest technology in affordable price ..just go for it",positive
"Rating: 4, Comments: Omron is a brand i can always rely on!

Good device with accurate results.

Satisfied!",positive
"Rating: 4, Comments: That's Good Stuff",positive
"Rating: 5, Comments: good product, good delivery, thanks",positive
"Rating: 4, Comments: excellent",positive
"Rating: 4, Comments: nice product, easy to use, no problems so far",positive
"Rating: 4, Comments: Accurate & user friendly . Value for money is 5 *.",positive
"Rating: 5, Comments: If anyone things that blood pressure is maintain its reading for everyday, it is a wrong idea, everyday it will change. But too high or too low needs a doctor's attention. Rest the device shows almost near b.p. reading. I trusted this product and it is so easy to handling and light weighted to carry.",positive
"Rating: 4, Comments: Good product and easy to use",positive
"Rating: 4, Comments: Good BP Monitor devices.",positive
"Rating: 5, Comments: Execellent Product",positive
"Rating: 4, Comments: only cord of pressure is in short legth other wise good...",negative
"Rating: 4, Comments: easy to operate, light weight, easy to handle i am happy with the device, very clear display cord supply with monitor is very short  result is good, Overall i am satisfied with the device. people should really buy it rather than high value B.P. monitor",positive
"Rating: 4, Comments: Its worth",positive
"Rating: 5, Comments: Good Product, value for money",positive
